date,agent,call_type,shift,duration_min,crm_response_s,skill_match,delay_cause,resolved,phase,week
2025-06-24,Agent_5,Billing,Afternoon,6.57,2.12,True,Training Gap,True,Baseline,2025-06-23
2025-06-24,Agent_20,Technical,Afternoon,8.26,2.32,True,Training Gap,True,Baseline,2025-06-23
2025-06-24,Agent_28,Billing,Morning,5.58,2.61,True,Training Gap,True,Baseline,2025-06-23
2025-06-24,Agent_7,Technical,Morning,12.03,1.71,True,Training Gap,True,Baseline,2025-06-23
2025-06-24,Agent_23,General Inquiry,Afternoon,4.6,2.54,True,Routing Issue,True,Baseline,2025-06-23
2025-06-24,Agent_20,General Inquiry,Morning,3.4,2.19,True,Script Complexity,True,Baseline,2025-06-23
2025-06-24,Agent_19,Refund,Morning,10.43,2.21,True,External Dependency,True,Baseline,2025-06-23
2025-06-24,Agent_27,Refund,Afternoon,8.21,3.19,True,Training Gap,True,Baseline,2025-06-23
2025-06-24,Agent_18,Technical,Night,9.75,3.09,True,CRM Slowness,False,Baseline,2025-06-23
2025-06-24,Agent_27,Technical,Afternoon,6.94,4.77,True,External Dependency,True,Baseline,2025-06-23
2025-06-24,Agent_23,Billing,Morning,5.29,2.68,True,Training Gap,True,Baseline,2025-06-23
2025-06-24,Agent_27,Billing,Afternoon,6.87,2.44,False,Routing Issue,True,Baseline,2025-06-23
2025-06-24,Agent_30,Billing,Morning,8.98,0.76,True,Training Gap,True,Baseline,2025-06-23
2025-06-24,Agent_5,Technical,Afternoon,11.59,2.4,False,Script Complexity,True,Baseline,2025-06-23
2025-06-24,Agent_5,Technical,Morning,15.18,2.66,False,Routing Issue,True,Baseline,2025-06-23
2025-06-24,Agent_3,Technical,Morning,4.82,3.27,True,CRM Slowness,True,Baseline,2025-06-23
2025-06-24,Agent_30,Technical,Afternoon,5.54,3.04,True,Script Complexity,True,Baseline,2025-06-23
2025-06-24,Agent_27,Refund,Afternoon,7.61,2.6,True,Routing Issue,True,Baseline,2025-06-23
2025-06-24,Agent_7,Billing,Morning,5.95,4.34,True,CRM Slowness,True,Baseline,2025-06-23
2025-06-24,Agent_23,Technical,Afternoon,5.2,2.69,True,CRM Slowness,True,Baseline,2025-06-23
2025-06-24,Agent_17,Refund,Morning,14.2,1.96,True,Routing Issue,True,Baseline,2025-06-23
2025-06-24,Agent_4,Billing,Morning,9.24,3.68,True,CRM Slowness,True,Baseline,2025-06-23
2025-06-24,Agent_2,Refund,Morning,7.62,1.03,True,External Dependency,True,Baseline,2025-06-23
2025-06-24,Agent_15,Technical,Night,13.34,2.66,True,Script Complexity,True,Baseline,2025-06-23
2025-06-24,Agent_6,Account,Afternoon,8.46,2.02,True,CRM Slowness,True,Baseline,2025-06-23
2025-06-24,Agent_6,General Inquiry,Afternoon,1.3,0.79,False,External Dependency,True,Baseline,2025-06-23
2025-06-24,Agent_2,Technical,Afternoon,10.22,2.36,True,CRM Slowness,True,Baseline,2025-06-23
2025-06-24,Agent_19,Billing,Night,7.38,2.26,False,CRM Slowness,True,Baseline,2025-06-23
2025-06-24,Agent_11,Technical,Morning,11.58,2.82,True,Training Gap,True,Baseline,2025-06-23
2025-06-24,Agent_14,Technical,Morning,12.66,2.55,True,CRM Slowness,True,Baseline,2025-06-23
2025-06-24,Agent_16,Account,Night,7.88,1.93,True,Training Gap,True,Baseline,2025-06-23
2025-06-24,Agent_13,Technical,Night,10.13,2.85,True,CRM Slowness,True,Baseline,2025-06-23
2025-06-24,Agent_2,Refund,Morning,8.99,0.54,True,Routing Issue,True,Baseline,2025-06-23
2025-06-24,Agent_2,Account,Morning,5.64,0.74,True,CRM Slowness,True,Baseline,2025-06-23
2025-06-24,Agent_28,Billing,Morning,7.69,3.71,True,Training Gap,False,Baseline,2025-06-23
2025-06-24,Agent_15,Technical,Morning,11.72,4.34,True,Routing Issue,True,Baseline,2025-06-23
2025-06-24,Agent_21,Technical,Morning,5.99,3.09,True,Training Gap,True,Baseline,2025-06-23
2025-06-24,Agent_4,Billing,Night,8.71,4.02,True,Training Gap,True,Baseline,2025-06-23
2025-06-24,Agent_19,Technical,Morning,12.79,1.52,False,CRM Slowness,True,Baseline,2025-06-23
2025-06-24,Agent_27,General Inquiry,Afternoon,13.54,2.81,True,Routing Issue,False,Baseline,2025-06-23
2025-06-24,Agent_24,Technical,Morning,8.64,2.66,False,Training Gap,True,Baseline,2025-06-23
2025-06-24,Agent_16,General Inquiry,Afternoon,5.73,3.78,True,Training Gap,True,Baseline,2025-06-23
2025-06-24,Agent_23,Account,Afternoon,5.13,1.27,False,Script Complexity,True,Baseline,2025-06-23
2025-06-24,Agent_17,General Inquiry,Morning,4.74,3.94,False,Routing Issue,True,Baseline,2025-06-23
2025-06-24,Agent_16,Account,Morning,7.77,0.79,True,Training Gap,True,Baseline,2025-06-23
2025-06-24,Agent_9,Account,Afternoon,7.04,4.36,True,Training Gap,False,Baseline,2025-06-23
2025-06-24,Agent_30,Technical,Afternoon,8.47,0.92,False,Training Gap,True,Baseline,2025-06-23
2025-06-24,Agent_15,Account,Night,6.1,1.9,True,Script Complexity,True,Baseline,2025-06-23
2025-06-24,Agent_1,Billing,Afternoon,6.29,3.32,True,Training Gap,True,Baseline,2025-06-23
2025-06-24,Agent_18,Account,Morning,12.53,1.89,False,Training Gap,False,Baseline,2025-06-23
2025-06-24,Agent_18,General Inquiry,Morning,7.03,2.36,False,Training Gap,True,Baseline,2025-06-23
2025-06-24,Agent_16,Technical,Night,11.33,2.57,True,Training Gap,False,Baseline,2025-06-23
2025-06-24,Agent_18,Account,Night,8.69,3.11,True,Training Gap,True,Baseline,2025-06-23
2025-06-24,Agent_26,Technical,Morning,7.27,3.36,True,CRM Slowness,False,Baseline,2025-06-23
2025-06-24,Agent_24,General Inquiry,Morning,5.97,2.55,False,Training Gap,True,Baseline,2025-06-23
2025-06-24,Agent_9,Refund,Morning,11.26,2.07,True,Script Complexity,True,Baseline,2025-06-23
2025-06-24,Agent_15,Account,Night,7.11,1.47,False,CRM Slowness,True,Baseline,2025-06-23
2025-06-24,Agent_13,Account,Afternoon,7.03,1.05,True,Script Complexity,False,Baseline,2025-06-23
2025-06-24,Agent_7,Account,Night,8.86,2.26,True,Training Gap,True,Baseline,2025-06-23
2025-06-24,Agent_6,Billing,Morning,6.72,1.76,True,CRM Slowness,False,Baseline,2025-06-23
2025-06-24,Agent_25,Technical,Afternoon,9.1,0.68,True,CRM Slowness,True,Baseline,2025-06-23
2025-06-24,Agent_27,General Inquiry,Afternoon,6.64,1.65,True,CRM Slowness,True,Baseline,2025-06-23
2025-06-24,Agent_14,Billing,Morning,9.05,0.66,False,Training Gap,True,Baseline,2025-06-23
2025-06-24,Agent_2,Billing,Night,7.58,1.7,True,CRM Slowness,True,Baseline,2025-06-23
2025-06-24,Agent_23,Billing,Morning,7.96,2.29,True,Training Gap,True,Baseline,2025-06-23
2025-06-24,Agent_28,General Inquiry,Morning,6.61,2.56,True,CRM Slowness,True,Baseline,2025-06-23
2025-06-24,Agent_11,Billing,Night,6.54,2.75,False,External Dependency,True,Baseline,2025-06-23
2025-06-24,Agent_6,Technical,Morning,14.23,3.55,True,Training Gap,True,Baseline,2025-06-23
2025-06-24,Agent_22,Technical,Afternoon,8.6,2.65,True,External Dependency,True,Baseline,2025-06-23
2025-06-24,Agent_20,Billing,Night,4.56,2.57,True,Training Gap,True,Baseline,2025-06-23
2025-06-24,Agent_14,Account,Morning,6.88,2.4,True,Training Gap,True,Baseline,2025-06-23
2025-06-24,Agent_18,General Inquiry,Afternoon,4.72,3.33,True,Training Gap,True,Baseline,2025-06-23
2025-06-24,Agent_5,Account,Morning,4.74,2.9,True,Training Gap,True,Baseline,2025-06-23
2025-06-24,Agent_1,Billing,Afternoon,5.71,2.27,True,CRM Slowness,False,Baseline,2025-06-23
2025-06-24,Agent_20,General Inquiry,Afternoon,4.86,1.58,True,Routing Issue,True,Baseline,2025-06-23
2025-06-24,Agent_16,Account,Morning,8.8,1.74,True,Routing Issue,True,Baseline,2025-06-23
2025-06-24,Agent_12,Refund,Afternoon,4.67,0.99,True,Routing Issue,True,Baseline,2025-06-23
2025-06-24,Agent_23,Technical,Morning,11.65,2.16,True,External Dependency,True,Baseline,2025-06-23
2025-06-24,Agent_4,Account,Afternoon,6.31,2.31,True,Routing Issue,True,Baseline,2025-06-23
2025-06-24,Agent_23,Technical,Morning,9.36,2.9,True,Routing Issue,True,Baseline,2025-06-23
2025-06-24,Agent_17,Refund,Night,10.04,1.35,True,Script Complexity,True,Baseline,2025-06-23
2025-06-24,Agent_19,Account,Afternoon,9.65,3.15,True,External Dependency,True,Baseline,2025-06-23
2025-06-24,Agent_2,Refund,Afternoon,11.8,2.91,False,Training Gap,False,Baseline,2025-06-23
2025-06-24,Agent_23,Billing,Morning,6.94,1.94,True,Training Gap,True,Baseline,2025-06-23
2025-06-24,Agent_1,Account,Afternoon,7.83,3.99,True,Training Gap,True,Baseline,2025-06-23
2025-06-24,Agent_16,Refund,Morning,8.87,1.84,True,CRM Slowness,True,Baseline,2025-06-23
2025-06-24,Agent_1,Technical,Night,14.53,1.88,True,CRM Slowness,True,Baseline,2025-06-23
2025-06-24,Agent_1,Technical,Morning,8.76,1.35,True,Routing Issue,True,Baseline,2025-06-23
2025-06-24,Agent_6,General Inquiry,Afternoon,4.39,2.67,True,CRM Slowness,True,Baseline,2025-06-23
2025-06-24,Agent_5,General Inquiry,Night,3.91,2.03,True,Training Gap,True,Baseline,2025-06-23
2025-06-24,Agent_5,Billing,Morning,6.33,2.48,True,Training Gap,True,Baseline,2025-06-23
2025-06-24,Agent_10,Refund,Morning,10.2,4.8,True,Training Gap,True,Baseline,2025-06-23
2025-06-24,Agent_25,General Inquiry,Night,6.15,2.06,True,Training Gap,True,Baseline,2025-06-23
2025-06-24,Agent_20,Technical,Afternoon,12.26,1.48,True,CRM Slowness,False,Baseline,2025-06-23
2025-06-24,Agent_10,General Inquiry,Afternoon,6.43,2.4,True,Training Gap,True,Baseline,2025-06-23
2025-06-24,Agent_10,General Inquiry,Night,2.63,3.14,True,Routing Issue,True,Baseline,2025-06-23
2025-06-24,Agent_12,Account,Afternoon,5.35,2.6,True,CRM Slowness,True,Baseline,2025-06-23
2025-06-24,Agent_28,Refund,Morning,6.89,2.3,True,Routing Issue,True,Baseline,2025-06-23
2025-06-24,Agent_14,Technical,Morning,12.27,2.8,True,External Dependency,True,Baseline,2025-06-23
2025-06-24,Agent_10,Technical,Morning,10.85,2.42,True,External Dependency,True,Baseline,2025-06-23
2025-06-24,Agent_30,Billing,Afternoon,31.3,2.08,False,Training Gap,False,Baseline,2025-06-23
2025-06-24,Agent_23,Billing,Night,6.42,2.86,False,Routing Issue,True,Baseline,2025-06-23
2025-06-24,Agent_5,General Inquiry,Night,4.03,2.3,True,CRM Slowness,True,Baseline,2025-06-23
2025-06-24,Agent_22,General Inquiry,Afternoon,5.51,2.42,True,CRM Slowness,True,Baseline,2025-06-23
2025-06-24,Agent_12,Technical,Morning,5.58,1.21,True,CRM Slowness,True,Baseline,2025-06-23
2025-06-24,Agent_15,Account,Afternoon,8.01,2.48,True,Training Gap,True,Baseline,2025-06-23
2025-06-24,Agent_26,General Inquiry,Morning,5.32,0.5,True,CRM Slowness,True,Baseline,2025-06-23
2025-06-24,Agent_16,General Inquiry,Morning,5.69,2.45,True,Training Gap,True,Baseline,2025-06-23
2025-06-24,Agent_3,General Inquiry,Afternoon,8.2,3.65,False,Routing Issue,True,Baseline,2025-06-23
2025-06-24,Agent_15,Account,Morning,11.39,3.52,True,Training Gap,True,Baseline,2025-06-23
2025-06-24,Agent_17,General Inquiry,Morning,5.27,1.17,False,Training Gap,True,Baseline,2025-06-23
2025-06-24,Agent_13,Billing,Morning,7.64,1.27,True,Routing Issue,True,Baseline,2025-06-23
2025-06-24,Agent_7,Billing,Morning,6.92,2.37,True,CRM Slowness,True,Baseline,2025-06-23
2025-06-24,Agent_28,Account,Morning,7.7,0.96,True,Training Gap,True,Baseline,2025-06-23
2025-06-24,Agent_28,Billing,Afternoon,8.01,4.05,False,CRM Slowness,True,Baseline,2025-06-23
2025-06-24,Agent_15,Refund,Afternoon,8.07,1.41,True,Training Gap,True,Baseline,2025-06-23
2025-06-24,Agent_4,Technical,Morning,7.2,2.27,True,Training Gap,True,Baseline,2025-06-23
2025-06-24,Agent_26,General Inquiry,Morning,5.13,1.33,True,External Dependency,True,Baseline,2025-06-23
2025-06-24,Agent_2,Refund,Afternoon,6.13,1.41,True,Training Gap,False,Baseline,2025-06-23
2025-06-24,Agent_2,General Inquiry,Afternoon,4.94,1.75,False,Training Gap,True,Baseline,2025-06-23
2025-06-24,Agent_16,Billing,Night,8.65,1.33,False,Routing Issue,False,Baseline,2025-06-23
2025-06-24,Agent_29,Account,Afternoon,4.67,1.61,True,CRM Slowness,True,Baseline,2025-06-23
2025-06-24,Agent_16,Account,Morning,4.01,2.16,False,CRM Slowness,True,Baseline,2025-06-23
2025-06-24,Agent_11,Technical,Morning,11.49,3.4,True,Script Complexity,True,Baseline,2025-06-23
2025-06-24,Agent_17,General Inquiry,Morning,4.1,1.87,True,External Dependency,True,Baseline,2025-06-23
2025-06-24,Agent_7,Refund,Morning,6.14,5.63,False,Training Gap,True,Baseline,2025-06-23
2025-06-24,Agent_7,General Inquiry,Morning,4.07,4.45,True,Training Gap,True,Baseline,2025-06-23
2025-06-24,Agent_17,Technical,Afternoon,10.72,2.4,True,Training Gap,True,Baseline,2025-06-23
2025-06-24,Agent_13,Billing,Morning,5.23,1.59,False,CRM Slowness,False,Baseline,2025-06-23
2025-06-24,Agent_3,General Inquiry,Morning,4.72,4.31,True,External Dependency,False,Baseline,2025-06-23
2025-06-24,Agent_6,Account,Afternoon,6.72,2.95,True,External Dependency,True,Baseline,2025-06-23
2025-06-24,Agent_21,Billing,Afternoon,5.73,2.89,True,CRM Slowness,True,Baseline,2025-06-23
2025-06-25,Agent_18,Account,Morning,11.41,2.75,True,External Dependency,True,Baseline,2025-06-23
2025-06-25,Agent_27,Refund,Morning,6.89,5.07,True,Script Complexity,True,Baseline,2025-06-23
2025-06-25,Agent_20,Technical,Morning,8.67,3.28,False,Routing Issue,True,Baseline,2025-06-23
2025-06-25,Agent_25,General Inquiry,Morning,5.22,2.18,False,Training Gap,True,Baseline,2025-06-23
2025-06-25,Agent_5,Technical,Morning,7.43,2.65,True,CRM Slowness,True,Baseline,2025-06-23
2025-06-25,Agent_10,Technical,Morning,11.49,2.59,True,CRM Slowness,True,Baseline,2025-06-23
2025-06-25,Agent_25,Account,Afternoon,4.24,2.28,False,CRM Slowness,True,Baseline,2025-06-23
2025-06-25,Agent_1,Refund,Morning,8.87,3.11,True,CRM Slowness,True,Baseline,2025-06-23
2025-06-25,Agent_16,Technical,Night,6.82,2.59,True,Training Gap,True,Baseline,2025-06-23
2025-06-25,Agent_3,General Inquiry,Morning,5.65,2.22,True,CRM Slowness,False,Baseline,2025-06-23
2025-06-25,Agent_3,Technical,Afternoon,8.11,1.97,True,Script Complexity,True,Baseline,2025-06-23
2025-06-25,Agent_1,Refund,Morning,11.23,4.09,False,Script Complexity,True,Baseline,2025-06-23
2025-06-25,Agent_19,Account,Morning,9.52,2.19,True,Training Gap,True,Baseline,2025-06-23
2025-06-25,Agent_22,General Inquiry,Morning,5.34,3.81,False,Training Gap,True,Baseline,2025-06-23
2025-06-25,Agent_2,General Inquiry,Afternoon,4.3,3.0,True,Training Gap,True,Baseline,2025-06-23
2025-06-25,Agent_30,Account,Morning,7.64,0.84,True,Script Complexity,True,Baseline,2025-06-23
2025-06-25,Agent_2,Billing,Morning,6.22,4.96,True,Training Gap,True,Baseline,2025-06-23
2025-06-25,Agent_10,Refund,Afternoon,6.17,2.92,True,CRM Slowness,True,Baseline,2025-06-23
2025-06-25,Agent_9,Technical,Morning,11.76,3.26,True,CRM Slowness,True,Baseline,2025-06-23
2025-06-25,Agent_3,Technical,Morning,8.81,2.61,True,CRM Slowness,True,Baseline,2025-06-23
2025-06-25,Agent_18,Billing,Morning,6.03,1.8,True,CRM Slowness,True,Baseline,2025-06-23
2025-06-25,Agent_26,General Inquiry,Afternoon,4.77,2.94,True,Training Gap,True,Baseline,2025-06-23
2025-06-25,Agent_5,Billing,Afternoon,6.27,3.65,False,Training Gap,True,Baseline,2025-06-23
2025-06-25,Agent_13,Billing,Afternoon,4.17,1.33,True,Script Complexity,True,Baseline,2025-06-23
2025-06-25,Agent_13,Billing,Morning,6.79,2.84,True,Routing Issue,True,Baseline,2025-06-23
2025-06-25,Agent_7,Billing,Morning,8.45,1.95,True,Script Complexity,True,Baseline,2025-06-23
2025-06-25,Agent_20,Account,Afternoon,8.9,0.5,True,Routing Issue,True,Baseline,2025-06-23
2025-06-25,Agent_29,Billing,Morning,7.06,3.56,True,Routing Issue,True,Baseline,2025-06-23
2025-06-25,Agent_6,Billing,Afternoon,4.64,2.54,False,CRM Slowness,True,Baseline,2025-06-23
2025-06-25,Agent_15,General Inquiry,Morning,6.76,1.77,False,Training Gap,True,Baseline,2025-06-23
2025-06-25,Agent_2,General Inquiry,Afternoon,4.61,3.05,True,Training Gap,True,Baseline,2025-06-23
2025-06-25,Agent_27,Technical,Afternoon,20.06,2.5,True,External Dependency,True,Baseline,2025-06-23
2025-06-25,Agent_19,Refund,Morning,8.86,2.17,True,Training Gap,True,Baseline,2025-06-23
2025-06-25,Agent_14,General Inquiry,Morning,3.51,0.91,True,Training Gap,True,Baseline,2025-06-23
2025-06-25,Agent_8,Account,Night,5.99,1.56,True,CRM Slowness,True,Baseline,2025-06-23
2025-06-25,Agent_3,Refund,Morning,8.52,3.86,True,Training Gap,True,Baseline,2025-06-23
2025-06-25,Agent_10,General Inquiry,Night,6.15,0.72,True,Routing Issue,True,Baseline,2025-06-23
2025-06-25,Agent_14,General Inquiry,Morning,7.48,2.46,True,CRM Slowness,True,Baseline,2025-06-23
2025-06-25,Agent_19,Technical,Afternoon,11.59,4.01,False,Routing Issue,True,Baseline,2025-06-23
2025-06-25,Agent_22,Technical,Afternoon,5.3,1.4,True,Routing Issue,True,Baseline,2025-06-23
2025-06-25,Agent_10,Technical,Afternoon,13.38,1.29,False,Training Gap,True,Baseline,2025-06-23
2025-06-25,Agent_2,General Inquiry,Morning,7.11,2.52,True,Training Gap,True,Baseline,2025-06-23
2025-06-25,Agent_24,Billing,Morning,6.7,2.08,True,CRM Slowness,True,Baseline,2025-06-23
2025-06-25,Agent_26,Billing,Night,5.86,3.89,True,Routing Issue,True,Baseline,2025-06-23
2025-06-25,Agent_7,Account,Morning,5.58,1.68,False,CRM Slowness,True,Baseline,2025-06-23
2025-06-25,Agent_11,General Inquiry,Afternoon,7.66,1.31,False,CRM Slowness,False,Baseline,2025-06-23
2025-06-25,Agent_30,General Inquiry,Morning,6.32,1.8,False,CRM Slowness,True,Baseline,2025-06-23
2025-06-25,Agent_1,Technical,Morning,6.65,2.63,True,Training Gap,True,Baseline,2025-06-23
2025-06-25,Agent_11,Billing,Morning,7.2,2.92,False,External Dependency,False,Baseline,2025-06-23
2025-06-25,Agent_2,Technical,Morning,10.49,2.37,True,Training Gap,True,Baseline,2025-06-23
2025-06-25,Agent_18,Refund,Morning,7.12,1.3,True,Training Gap,True,Baseline,2025-06-23
2025-06-25,Agent_10,Billing,Night,7.89,1.8,True,CRM Slowness,True,Baseline,2025-06-23
2025-06-25,Agent_16,Technical,Morning,13.9,3.99,False,CRM Slowness,True,Baseline,2025-06-23
2025-06-25,Agent_6,General Inquiry,Morning,4.56,1.31,True,CRM Slowness,True,Baseline,2025-06-23
2025-06-25,Agent_12,General Inquiry,Morning,4.9,3.43,True,Routing Issue,True,Baseline,2025-06-23
2025-06-25,Agent_27,Technical,Morning,8.43,2.57,True,External Dependency,True,Baseline,2025-06-23
2025-06-25,Agent_15,Refund,Afternoon,6.59,2.09,True,Routing Issue,False,Baseline,2025-06-23
2025-06-25,Agent_7,General Inquiry,Morning,7.98,2.13,True,Training Gap,True,Baseline,2025-06-23
2025-06-25,Agent_9,Account,Night,6.07,2.19,True,Routing Issue,True,Baseline,2025-06-23
2025-06-25,Agent_30,General Inquiry,Morning,4.61,2.62,True,CRM Slowness,True,Baseline,2025-06-23
2025-06-25,Agent_15,Billing,Afternoon,6.42,2.13,False,Script Complexity,True,Baseline,2025-06-23
2025-06-25,Agent_9,Billing,Afternoon,6.73,3.1,True,Training Gap,True,Baseline,2025-06-23
2025-06-25,Agent_12,Billing,Afternoon,5.33,3.53,False,Training Gap,True,Baseline,2025-06-23
2025-06-25,Agent_14,Technical,Morning,8.14,3.62,True,Training Gap,True,Baseline,2025-06-23
2025-06-25,Agent_20,General Inquiry,Morning,5.7,1.77,True,Training Gap,True,Baseline,2025-06-23
2025-06-25,Agent_21,General Inquiry,Afternoon,6.2,2.07,True,Routing Issue,True,Baseline,2025-06-23
2025-06-25,Agent_1,General Inquiry,Morning,7.56,2.11,False,CRM Slowness,True,Baseline,2025-06-23
2025-06-25,Agent_3,Technical,Night,7.95,0.86,True,Script Complexity,True,Baseline,2025-06-23
2025-06-25,Agent_5,Technical,Morning,11.76,2.0,False,CRM Slowness,True,Baseline,2025-06-23
2025-06-25,Agent_12,Technical,Morning,6.83,2.02,True,CRM Slowness,True,Baseline,2025-06-23
2025-06-25,Agent_12,Billing,Morning,5.32,0.74,False,Script Complexity,True,Baseline,2025-06-23
2025-06-25,Agent_4,General Inquiry,Night,6.9,1.38,True,Training Gap,False,Baseline,2025-06-23
2025-06-25,Agent_9,General Inquiry,Night,6.44,1.88,True,CRM Slowness,True,Baseline,2025-06-23
2025-06-25,Agent_2,Billing,Afternoon,9.47,1.9,True,CRM Slowness,True,Baseline,2025-06-23
2025-06-25,Agent_20,Refund,Morning,8.1,2.8,True,Training Gap,True,Baseline,2025-06-23
2025-06-25,Agent_14,Billing,Night,7.49,3.8,True,Routing Issue,True,Baseline,2025-06-23
2025-06-25,Agent_9,General Inquiry,Morning,6.84,1.56,True,Routing Issue,True,Baseline,2025-06-23
2025-06-25,Agent_2,Billing,Night,10.37,2.8,True,Training Gap,True,Baseline,2025-06-23
2025-06-25,Agent_7,General Inquiry,Afternoon,5.54,3.12,False,Training Gap,True,Baseline,2025-06-23
2025-06-25,Agent_5,Billing,Afternoon,9.65,5.06,True,Training Gap,True,Baseline,2025-06-23
2025-06-25,Agent_19,General Inquiry,Afternoon,3.49,1.87,False,Script Complexity,False,Baseline,2025-06-23
2025-06-25,Agent_18,Technical,Afternoon,11.77,3.66,True,External Dependency,False,Baseline,2025-06-23
2025-06-25,Agent_25,Technical,Afternoon,9.94,1.15,True,Training Gap,True,Baseline,2025-06-23
2025-06-25,Agent_13,Account,Night,9.09,3.78,True,Script Complexity,True,Baseline,2025-06-23
2025-06-25,Agent_2,Technical,Afternoon,9.66,2.93,True,CRM Slowness,True,Baseline,2025-06-23
2025-06-25,Agent_30,Billing,Night,6.47,0.8,True,CRM Slowness,True,Baseline,2025-06-23
2025-06-25,Agent_23,Technical,Afternoon,9.51,3.22,False,CRM Slowness,True,Baseline,2025-06-23
2025-06-25,Agent_11,Technical,Morning,10.52,3.02,True,Training Gap,True,Baseline,2025-06-23
2025-06-25,Agent_27,Technical,Afternoon,5.46,2.7,False,CRM Slowness,True,Baseline,2025-06-23
2025-06-25,Agent_3,Billing,Night,5.44,1.49,True,CRM Slowness,False,Baseline,2025-06-23
2025-06-25,Agent_11,Account,Morning,10.27,3.91,False,Training Gap,True,Baseline,2025-06-23
2025-06-25,Agent_6,Refund,Afternoon,5.55,3.48,False,CRM Slowness,True,Baseline,2025-06-23
2025-06-25,Agent_6,General Inquiry,Night,5.08,3.17,False,Routing Issue,True,Baseline,2025-06-23
2025-06-25,Agent_20,Account,Afternoon,5.09,4.41,False,Training Gap,True,Baseline,2025-06-23
2025-06-25,Agent_28,Billing,Afternoon,7.15,2.33,True,Routing Issue,True,Baseline,2025-06-23
2025-06-25,Agent_19,Account,Night,6.98,0.95,True,Training Gap,False,Baseline,2025-06-23
2025-06-25,Agent_21,General Inquiry,Afternoon,3.92,0.52,True,Routing Issue,True,Baseline,2025-06-23
2025-06-25,Agent_8,Technical,Afternoon,17.85,2.11,True,Routing Issue,True,Baseline,2025-06-23
2025-06-25,Agent_21,Billing,Morning,4.92,3.44,False,Training Gap,True,Baseline,2025-06-23
2025-06-25,Agent_21,General Inquiry,Afternoon,6.83,3.25,True,Script Complexity,True,Baseline,2025-06-23
2025-06-25,Agent_30,Technical,Morning,7.08,4.35,False,Routing Issue,True,Baseline,2025-06-23
2025-06-25,Agent_27,Technical,Morning,10.57,1.2,True,CRM Slowness,True,Baseline,2025-06-23
2025-06-25,Agent_12,Technical,Afternoon,9.65,3.21,True,Training Gap,True,Baseline,2025-06-23
2025-06-25,Agent_6,Billing,Morning,6.13,3.69,True,Script Complexity,True,Baseline,2025-06-23
2025-06-25,Agent_29,Technical,Morning,9.52,4.37,True,CRM Slowness,True,Baseline,2025-06-23
2025-06-25,Agent_18,General Inquiry,Afternoon,7.61,2.88,True,Training Gap,True,Baseline,2025-06-23
2025-06-25,Agent_11,General Inquiry,Night,6.12,4.71,True,Routing Issue,True,Baseline,2025-06-23
2025-06-25,Agent_20,Billing,Morning,5.04,2.05,True,External Dependency,True,Baseline,2025-06-23
2025-06-25,Agent_29,Billing,Morning,6.91,2.08,True,Routing Issue,True,Baseline,2025-06-23
2025-06-25,Agent_12,Technical,Night,7.93,3.92,False,Script Complexity,True,Baseline,2025-06-23
2025-06-25,Agent_13,Billing,Afternoon,5.33,4.41,True,Training Gap,False,Baseline,2025-06-23
2025-06-25,Agent_10,Refund,Morning,9.53,3.85,True,CRM Slowness,True,Baseline,2025-06-23
2025-06-25,Agent_25,General Inquiry,Afternoon,8.84,0.98,True,Routing Issue,True,Baseline,2025-06-23
2025-06-25,Agent_27,Billing,Afternoon,4.66,3.03,True,Training Gap,True,Baseline,2025-06-23
2025-06-25,Agent_5,Billing,Morning,9.46,2.95,False,Training Gap,True,Baseline,2025-06-23
2025-06-25,Agent_25,General Inquiry,Morning,5.08,1.98,False,CRM Slowness,True,Baseline,2025-06-23
2025-06-25,Agent_5,Refund,Night,10.66,2.02,True,Training Gap,True,Baseline,2025-06-23
2025-06-25,Agent_5,Billing,Night,8.84,1.14,False,Routing Issue,True,Baseline,2025-06-23
2025-06-25,Agent_19,Billing,Morning,7.26,1.12,True,Training Gap,True,Baseline,2025-06-23
2025-06-25,Agent_23,Billing,Afternoon,9.28,2.56,False,CRM Slowness,True,Baseline,2025-06-23
2025-06-25,Agent_10,Account,Morning,7.18,3.02,True,Training Gap,True,Baseline,2025-06-23
2025-06-25,Agent_14,Refund,Night,5.13,4.34,True,Training Gap,True,Baseline,2025-06-23
2025-06-25,Agent_2,General Inquiry,Morning,6.89,2.5,True,CRM Slowness,True,Baseline,2025-06-23
2025-06-25,Agent_18,Billing,Night,6.33,2.67,True,Routing Issue,True,Baseline,2025-06-23
2025-06-25,Agent_24,Technical,Morning,8.39,3.33,True,Training Gap,True,Baseline,2025-06-23
2025-06-25,Agent_28,Technical,Night,14.79,2.71,True,Training Gap,True,Baseline,2025-06-23
2025-06-25,Agent_6,General Inquiry,Morning,6.43,2.02,True,External Dependency,True,Baseline,2025-06-23
2025-06-25,Agent_8,Technical,Night,11.38,1.46,True,CRM Slowness,False,Baseline,2025-06-23
2025-06-25,Agent_8,Technical,Night,11.21,3.88,True,CRM Slowness,True,Baseline,2025-06-23
2025-06-25,Agent_29,Account,Afternoon,6.5,2.17,True,Routing Issue,True,Baseline,2025-06-23
2025-06-25,Agent_21,General Inquiry,Morning,6.27,3.76,True,Script Complexity,True,Baseline,2025-06-23
